Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation,,,,
Date,Time,μg/m³,μg/m³,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5/24/2016,9:40:10,17.394,18.844,22.8,31,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:40:20,14.477,17.373,,31.5,,,,,,,,,,,,,,,
5/24/2016,9:40:30,37.699,37.699,,30.9,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:40:40,17.396,20.295,22.8,31,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:40:50,66.698,66.698,,30.9,,,,,,,,,,,,,,,
5/24/2016,9:41:00,23.171,23.171,,31.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:41:10,26.094,26.094,22.9,31,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:41:20,23.176,24.624,,31.3,,,,,,,,,,,,,,,
5/24/2016,9:41:30,40.553,42.001,,31.3,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:41:40,14.498,15.948,22.8,30.9,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:41:50,49.248,52.145,,31.3,,,,,,,,,,,,,,,
5/24/2016,9:42:00,17.376,17.376,,31.4,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:42:10,23.154,23.154,22.8,31.6,4.8,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:42:20,162.128,163.575,,31.5,,,,,,,,,,,,,,,
5/24/2016,9:42:30,23.156,24.603,,31.6,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:42:40,20.277,21.725,22.8,31.3,,1.96,0.81,0.5,,,,,,,,,,,
5/24/2016,9:42:50,52.172,53.621,,31.1,,,,,,,,,,,,,,,
5/24/2016,9:43:00,17.396,17.396,,31,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:43:10,31.909,31.909,22.8,30.8,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:43:20,23.211,24.662,,30.7,,,,,,,,,,,,,,,
5/24/2016,9:43:30,34.817,34.817,,30.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:43:40,20.27,20.27,22.8,31.4,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:43:50,26.107,27.558,,30.8,,,,,,,,,,,,,,,
5/24/2016,9:44:00,20.268,21.716,,31.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:44:10,23.185,24.634,22.8,31.1,4.8,1.96,0.82,0.5,,,,,,,,,,,
5/24/2016,9:44:20,40.627,40.627,,30.6,,,,,,,,,,,,,,,
5/24/2016,9:44:30,17.41,17.41,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:44:40,17.305,17.305,22.8,32.8,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:44:50,29.02,30.471,,30.6,,,,,,,,,,,,,,,
5/24/2016,9:45:00,20.314,21.765,,30.6,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:45:10,14.483,17.38,22.8,31.3,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:45:20,29.023,29.023,,30.6,,,,,,,,,,,,,,,
5/24/2016,9:45:30,26.097,26.097,,30.9,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:45:40,29.028,30.48,22.9,30.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:45:50,23.204,24.654,,30.8,,,,,,,,,,,,,,,
5/24/2016,9:46:00,29.008,29.008,,30.8,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:46:10,55.24,56.694,22.8,29.9,4.8,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:46:20,14.542,15.997,,29.7,,,,,,,,,,,,,,,
5/24/2016,9:46:30,17.456,18.911,,29.6,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:46:40,17.463,17.463,22.8,29.5,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:46:50,29.101,32.012,,29.5,,,,,,,,,,,,,,,
5/24/2016,9:47:00,37.763,39.215,,30.2,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:47:10,20.332,20.332,22.9,30.3,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:47:20,49.373,50.825,,30.3,,,,,,,,,,,,,,,
5/24/2016,9:47:30,29.063,29.063,,30,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:47:40,14.535,14.535,22.8,29.9,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:47:50,17.448,18.902,,29.8,,,,,,,,,,,,,,,
5/24/2016,9:48:00,20.295,21.745,,31,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:48:10,34.834,36.285,22.9,30.5,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:48:20,17.408,18.859,,30.7,,,,,,,,,,,,,,,
5/24/2016,9:48:30,23.211,24.662,,30.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:48:40,17.417,18.868,22.8,30.5,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:48:50,17.403,18.853,,30.8,,,,,,,,,,,,,,,
5/24/2016,9:49:00,17.398,20.297,,30.9,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:49:10,31.876,34.774,23,31.2,4.8,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:49:20,20.304,23.204,,30.8,,,,,,,,,,,,,,,
5/24/2016,9:49:30,20.291,21.741,,31,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:49:40,17.38,17.38,22.9,31.3,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:49:50,28.963,28.963,,31.3,,,,,,,,,,,,,,,
5/24/2016,9:50:00,34.756,36.204,,31.3,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:50:10,26.099,26.099,22.8,30.9,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:50:20,26.017,26.017,,32,,,,,,,,,,,,,,,
5/24/2016,9:50:30,20.287,23.185,,31.1,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:50:40,31.866,31.866,22.9,31.3,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:50:50,20.283,21.732,,31.2,,,,,,,,,,,,,,,
5/24/2016,9:51:00,26.037,28.93,,31.8,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:51:10,14.494,14.494,22.9,31,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:51:20,23.081,24.524,,32.7,,,,,,,,,,,,,,,
5/24/2016,9:51:30,14.443,14.443,,32.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:51:40,43.282,44.724,22.9,32.7,,1.96,0.81,0.5,,,,,,,,,,,
5/24/2016,9:51:50,14.409,14.409,,33.1,,,,,,,,,,,,,,,
5/24/2016,9:52:00,17.311,17.311,,32.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:52:10,49.155,50.6,22.8,32,4.8,1.96,0.81,0.5,,,,,,,,,,,
5/24/2016,9:52:20,25.883,27.321,,33.8,,,,,,,,,,,,,,,
5/24/2016,9:52:30,14.446,14.446,,32.2,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:52:40,17.332,17.332,22.8,32.3,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:52:50,14.401,17.281,,33.3,,,,,,,,,,,,,,,
5/24/2016,9:53:00,14.416,15.858,,33,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:53:10,14.424,15.866,22.8,32.8,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:53:20,14.438,17.326,,32.4,,,,,,,,,,,,,,,
5/24/2016,9:53:30,14.459,17.351,,31.9,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:53:40,14.471,15.918,22.8,31.6,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:53:50,17.369,18.816,,31.5,,,,,,,,,,,,,,,
5/24/2016,9:54:00,20.223,20.223,,32.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:54:10,14.456,15.901,22.8,32,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:54:20,14.456,14.456,,32,,,,,,,,,,,,,,,
5/24/2016,9:54:30,11.562,13.007,,32.1,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:54:40,28.915,28.915,22.8,32,,1.95,0.8,0.5,,,,,,,,,,,
5/24/2016,9:54:50,23.142,24.588,,31.8,,,,,,,,,,,,,,,
5/24/2016,9:55:00,20.255,21.702,,31.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:55:10,20.293,21.743,22.8,31,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:55:20,14.5,14.5,,30.9,,,,,,,,,,,,,,,
5/24/2016,9:55:30,23.206,23.206,,30.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:55:40,20.306,21.756,22.8,30.8,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:55:50,14.48,14.48,,31.4,,,,,,,,,,,,,,,
5/24/2016,9:56:00,20.332,23.236,,30.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:56:10,14.526,15.978,22.8,30.2,4.8,1.95,0.8,0.5,,,,,,,,,,,
5/24/2016,9:56:20,14.495,15.945,,31,,,,,,,,,,,,,,,
5/24/2016,9:56:30,23.139,23.139,,31.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:56:40,14.457,15.903,22.8,32,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:56:50,17.392,18.842,,31,,,,,,,,,,,,,,,
5/24/2016,9:57:00,17.371,17.371,,31.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:57:10,43.49,44.94,22.8,31,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:57:20,43.529,43.529,,30.6,,,,,,,,,,,,,,,
5/24/2016,9:57:30,20.314,23.216,,30.6,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:57:40,43.56,45.012,22.8,30.4,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,9:57:50,14.492,15.941,,31.1,,,,,,,,,,,,,,,
5/24/2016,9:58:00,23.173,26.07,,31.3,,,,,1,0,0.01,1,,,,,,,
5/24/2016,9:58:10,23.209,24.659,22.8,30.7,4.7,1.95,0.8,0.5,,,,,,,,,,,
5/24/2016,9:58:20,17.412,18.863,,30.6,,,,,,,,,,,,,,,
5/24/2016,9:58:30,11.563,13.009,,32,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:58:40,17.257,18.695,22.8,33.8,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:58:50,20.182,21.624,,33,,,,,,,,,,,,,,,
5/24/2016,9:59:00,31.758,33.201,,32.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:59:10,17.334,18.778,22.8,32.3,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:59:20,34.606,36.048,,32.9,,,,,,,,,,,,,,,
5/24/2016,9:59:30,25.998,28.886,,32.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,9:59:40,31.66,31.66,22.8,33.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,9:59:50,28.809,28.809,,33.2,,,,,,,,,,,,,,,
5/24/2016,10:00:00,20.209,21.653,,32.5,4.8,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:00:10,17.36,20.253,22.8,31.7,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:00:20,14.474,15.922,,31.5,,,,,,,,,,,,,,,
5/24/2016,10:00:30,49.217,50.665,,31.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:00:40,17.328,18.772,22.8,32.4,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:00:50,20.236,20.236,,32,,,,,,,,,,,,,,,
5/24/2016,10:01:00,11.703,13.165,,27.2,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:01:10,11.604,13.055,22.8,30.7,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:01:20,11.596,14.495,,31,,,,,,,,,,,,,,,
5/24/2016,10:01:30,14.467,17.36,,31.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:01:40,31.816,31.816,22.8,31.8,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:01:50,14.5,15.95,,30.9,,,,,,,,,,,,,,,
5/24/2016,10:02:00,17.403,18.853,,30.8,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:02:10,14.494,14.494,22.8,31,4.8,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:02:20,11.59,14.488,,31.2,,,,,,,,,,,,,,,
5/24/2016,10:02:30,14.5,15.95,,30.9,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:02:40,43.529,44.98,22.8,30.6,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:02:50,26.12,27.571,,30.6,,,,,,,,,,,,,,,
5/24/2016,10:03:00,20.312,21.763,,30.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:03:10,20.322,21.773,22.8,30.5,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:03:20,14.491,14.491,,31.1,,,,,,,,,,,,,,,
5/24/2016,10:03:30,40.623,43.525,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:03:40,26.105,27.555,22.8,30.8,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:03:50,20.328,21.78,,30.4,,,,,,,,,,,,,,,
5/24/2016,10:04:00,17.403,17.403,,30.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:04:10,14.511,15.962,22.8,30.6,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:04:20,26.133,27.585,,30.4,,,,,,,,,,,,,,,
5/24/2016,10:04:30,20.289,23.188,,31.1,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:04:40,17.405,17.405,22.8,30.8,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:04:50,43.481,44.93,,31,,,,,,,,,,,,,,,
5/24/2016,10:05:00,17.401,17.401,,30.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:05:10,14.508,15.959,22.9,30.7,4.7,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:05:20,34.806,36.256,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:05:30,23.195,24.644,,31,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:05:40,26.091,27.541,22.8,31,,1.96,0.82,0.5,,,,,,,,,,,
5/24/2016,10:05:50,17.405,17.405,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:06:00,28.987,30.437,,31,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:06:10,20.279,20.279,22.8,31.3,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:06:20,26.037,27.483,,31.8,,,,,,,,,,,,,,,
5/24/2016,10:06:30,14.485,14.485,,31.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:06:40,17.369,17.369,22.8,31.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:06:50,37.649,37.649,,31.4,,,,,,,,,,,,,,,
5/24/2016,10:07:00,20.279,21.727,,31.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:07:10,14.483,14.483,22.8,31.3,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:07:20,17.371,17.371,,31.5,,,,,,,,,,,,,,,
5/24/2016,10:07:30,17.403,18.853,,30.8,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:07:40,14.494,15.943,22.8,31,,1.96,0.81,0.5,,,,,,,,,,,
5/24/2016,10:07:50,17.301,18.743,,32.9,,,,,,,,,,,,,,,
5/24/2016,10:08:00,14.391,14.391,,33.5,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:08:10,20.157,21.597,22.8,33.4,4.7,1.96,0.82,0.5,,,,,,,,,,,
5/24/2016,10:08:20,14.408,15.849,,33.2,,,,,,,,,,,,,,,
5/24/2016,10:08:30,17.305,18.747,,32.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:08:40,20.209,20.209,22.8,32.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:08:50,23.073,24.515,,32.8,,,,,,,,,,,,,,,
5/24/2016,10:09:00,28.858,28.858,,32.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:09:10,14.437,14.437,22.8,32.5,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:09:20,31.823,34.716,,31.8,,,,,,,,,,,,,,,
5/24/2016,10:09:30,14.476,15.923,,31.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:09:40,14.348,17.218,22.7,34.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:09:50,28.96,31.856,,31.4,,,,,,,,,,,,,,,
5/24/2016,10:10:00,17.376,18.824,,31.4,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:10:10,14.505,15.956,22.8,30.7,4.7,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:10:20,29.008,30.458,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:10:30,23.209,24.659,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:10:40,52.101,53.549,22.8,31.6,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:10:50,14.501,14.501,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:11:00,17.392,20.291,,31,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:11:10,14.494,15.943,22.7,31,4.8,1.95,0.8,0.5,,,,,,,,,,,
5/24/2016,10:11:20,17.403,18.853,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:11:30,20.306,20.306,,30.8,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:11:40,26.094,27.544,22.8,31,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:11:50,17.488,18.946,,28.9,,,,,,,,,,,,,,,
5/24/2016,10:12:00,20.308,23.209,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:12:10,14.507,15.958,22.8,30.7,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:12:20,43.512,43.512,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:12:30,17.417,17.417,,30.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:12:40,14.526,15.978,22.7,30.2,,1.96,0.82,0.5,,,,,,,,,,,
5/24/2016,10:12:50,17.424,18.876,,30.4,,,,,,,,,,,,,,,
5/24/2016,10:13:00,17.446,20.354,,29.9,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:13:10,17.42,18.872,22.7,30.4,4.8,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:13:20,14.497,17.396,,31,,,,,,,,,,,,,,,
5/24/2016,10:13:30,14.507,17.408,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:13:40,11.571,13.017,22.8,31.8,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:13:50,11.53,12.971,,33,,,,,,,,,,,,,,,
5/24/2016,10:14:00,20.189,20.189,,32.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:14:10,20.105,20.105,22.8,34.2,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:14:20,14.409,15.85,,33.1,,,,,,,,,,,,,,,
5/24/2016,10:14:30,25.943,25.943,,33,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:14:40,20.164,20.164,22.7,33.3,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:14:50,17.33,17.33,,32.3,,,,,,,,,,,,,,,
5/24/2016,10:15:00,11.546,14.432,,32.6,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:15:10,34.667,34.667,22.8,32.3,4.8,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:15:20,14.454,15.9,,32,,,,,,,,,,,,,,,
5/24/2016,10:15:30,11.538,12.98,,32.8,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:15:40,14.414,14.414,22.8,33,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:15:50,14.366,15.802,,34.1,,,,,,,,,,,,,,,
5/24/2016,10:16:00,11.529,12.97,,33.1,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:16:10,14.414,15.856,22.8,33,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:16:20,17.309,20.194,,32.8,,,,,,,,,,,,,,,
5/24/2016,10:16:30,11.553,11.553,,32.3,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:16:40,17.283,20.164,22.7,33.3,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:16:50,17.279,17.279,,33.3,,,,,,,,,,,,,,,
5/24/2016,10:17:00,20.216,20.216,,32.4,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:17:10,11.527,12.968,22.8,33.1,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:17:20,14.434,14.434,,32.5,,,,,,,,,,,,,,,
5/24/2016,10:17:30,23.195,24.644,,31,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:17:40,31.843,31.843,22.7,31.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:17:50,23.134,24.58,,31.9,,,,,,,,,,,,,,,
5/24/2016,10:18:00,20.209,23.096,,32.5,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:18:10,20.22,21.665,22.8,32.3,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:18:20,20.234,23.124,,32.1,,,,,,,,,,,,,,,
5/24/2016,10:18:30,23.192,24.642,,31,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:18:40,17.378,17.378,22.8,31.3,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:18:50,14.505,14.505,,30.7,,,,,,,,,,,,,,,
5/24/2016,10:19:00,34.841,37.744,,30.4,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:19:10,29.002,29.002,22.8,30.8,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:19:20,31.944,33.396,,30.4,,,,,,,,,,,,,,,
5/24/2016,10:19:30,11.598,14.498,,30.9,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:19:40,17.415,17.415,22.8,30.5,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:19:50,23.199,23.199,,30.9,,,,,,,,,,,,,,,
5/24/2016,10:20:00,14.508,15.959,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:20:10,20.322,21.773,22.7,30.5,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:20:20,46.38,49.278,,31,,,,,,,,,,,,,,,
5/24/2016,10:20:30,14.504,17.405,,30.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:20:40,14.489,14.489,22.8,31.2,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:20:50,17.354,17.354,,31.8,,,,,,,,,,,,,,,
5/24/2016,10:21:00,20.257,20.257,,31.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:21:10,25.922,27.362,22.8,33.3,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:21:20,26.045,26.045,,31.7,,,,,,,,,,,,,,,
5/24/2016,10:21:30,14.477,15.925,,31.5,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:21:40,14.468,17.362,22.8,31.7,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:21:50,17.352,17.352,,31.9,,,,,,,,,,,,,,,
5/24/2016,10:22:00,14.438,14.438,,32.4,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:22:10,17.352,17.352,22.8,31.9,4.7,1.94,0.8,0.51,,,,,,,,,,,
5/24/2016,10:22:20,20.225,23.114,,32.2,,,,,,,,,,,,,,,
5/24/2016,10:22:30,14.471,15.918,,31.6,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:22:40,20.218,23.107,22.7,32.3,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:22:50,17.328,18.772,,32.4,,,,,,,,,,,,,,,
5/24/2016,10:23:00,17.255,18.693,,33.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:23:10,25.919,25.919,22.8,33.3,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:23:20,14.404,14.404,,33.2,,,,,,,,,,,,,,,
5/24/2016,10:23:30,20.225,20.225,,32.2,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:23:40,17.369,18.816,22.7,31.5,,1.95,0.8,0.5,,,,,,,,,,,
5/24/2016,10:23:50,26.064,27.512,,31.4,,,,,,,,,,,,,,,
5/24/2016,10:24:00,20.218,21.662,,32.3,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:24:10,34.745,37.641,22.7,31.5,4.8,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:24:20,17.364,20.257,,31.7,,,,,,,,,,,,,,,
5/24/2016,10:24:30,11.573,13.02,,31.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:24:40,11.57,13.016,22.7,31.8,,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:24:50,17.364,17.364,,31.7,,,,,,,,,,,,,,,
5/24/2016,10:25:00,26.042,26.042,,31.7,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:25:10,17.387,18.836,22.8,31.2,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:25:20,14.494,14.494,,31,,,,,,,,,,,,,,,
5/24/2016,10:25:30,11.604,14.505,,30.7,,,,,1,0,0.02,1,,,,,,,
5/24/2016,10:25:40,11.596,13.046,22.7,31,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:25:50,17.391,20.289,,31.1,,,,,,,,,,,,,,,
5/24/2016,10:26:00,26.123,27.574,,30.5,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:26:10,14.398,15.838,22.7,33.4,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:26:20,14.503,15.953,,30.8,,,,,,,,,,,,,,,
5/24/2016,10:26:30,14.494,15.943,,31,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:26:40,17.398,18.848,22.7,30.9,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:26:50,17.41,18.861,,30.7,,,,,,,,,,,,,,,
5/24/2016,10:27:00,20.314,23.216,,30.6,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:27:10,14.482,14.482,22.7,31.3,4.7,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:27:20,14.492,14.492,,31.1,,,,,,,,,,,,,,,
5/24/2016,10:27:30,11.614,14.517,,30.4,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:27:40,17.414,20.316,22.7,30.6,,1.95,0.81,0.5,,,,,,,,,,,
5/24/2016,10:27:50,20.35,23.257,,29.9,,,,,,,,,,,,,,,
5/24/2016,10:28:00,26.174,27.628,,29.8,,,,,1,0,0.01,1,,,,,,,
5/24/2016,10:28:10,23.261,24.715,22.7,29.9,4.7,1.95,0.82,0.5,,,,,,,,,,,
5/24/2016,10:28:20,14.513,15.964,,30.5,,,,,,,,,,,,,,,
